area_per_mol,surface_pressure,sdt,barrier_pos,cell2_value,force_value,surface_tension,current_area_ang,mave1,mave2,"tare_offset1, tare_offset2"
100,22.59580953162715,19324.46645784574,0,0.003721053779999977,-0.6552866109086188,50.154190468372846,1.5785e+18,50.15572356153847,0.0036004721827989548,4800545.27,5594690.19
100,22.602313563238884,19324.466467828,0,0.004084819492226525,-0.6554752301668104,50.14768643676112,1.5785e+18,50.16081064340621,0.0034691123422727023,4800545.27,5594690.19
100,22.605565579044747,19324.46647891831,0,0.0033977064802430458,-0.6555695397959062,50.14443442095525,1.5785e+18,50.16554929500904,0.0033364052213307933,4800545.27,5594690.19
100,22.589770073701974,19324.46649110575,0,0.003936618646504598,-0.6551114644545838,50.16022992629803,1.5785e+18,50.170404090033514,0.003253547475768081,4800545.27,5594690.19
100,22.574439142045755,19324.46650108367,0,0.0029531039430772646,-0.6546668619174181,50.175560857954245,1.5785e+18,50.17453879584382,0.0031720370106210205,4800545.27,5594690.19
100,22.565612242001265,19324.46651216927,0,0.0022929365394068627,-0.6544108786384438,50.184387757998735,1.5785e+18,50.177767582965366,0.003072338259862633,4800545.27,5594690.19
100,22.5303046418233,19324.466522161063,0,0.002023480456276086,-0.6533869455225468,50.2196953581767,1.5785e+18,50.181809374038366,0.002986112313260785,4800545.27,5594690.19
100,22.51404456279398,19324.46653325015,0,0.002036953260432625,-0.652915397377068,50.235955437206016,1.5785e+18,50.185967308533016,0.002938957498712899,4800545.27,5594690.19
100,22.521942315465363,19324.46654322124,0,0.0019291708271803145,-0.6531444350477291,50.22805768453463,1.5785e+18,50.18973035539408,0.0029099909697763403,4800545.27,5594690.19
100,22.521013168092257,19324.466554320843,0,0.0026701750557899494,-0.653117489439416,50.22898683190775,1.5785e+18,50.192517797513396,0.0028763089593849935,4800545.27,5594690.19
100,22.541918983987102,19324.46656429787,0,0.0023737733643460954,-0.6537237656264603,50.2080810160129,1.5785e+18,50.19360954567679,0.002841279668577993,4800545.27,5594690.19
100,22.540989836614,19324.466572044235,0,0.0022794637352503235,-0.6536968200181472,50.209010163386,1.5785e+18,50.19467806515586,0.0028150077004727415,4800545.27,5594690.19
100,22.554462473524012,19324.466580922282,0,0.0030878319846426527,-0.6540875313386869,50.19553752647599,1.5785e+18,50.19651313121774,0.0028298277850449345,4800545.27,5594690.19
100,22.599061547433013,19324.466589802938,0,0.004475530812766151,-0.6553809205377146,50.15093845256699,1.5785e+18,50.1930288285686,0.0029436729801676875,4800545.27,5594690.19
100,22.581872321030588,19324.466598667164,0,0.004906660545775394,-0.6548824267839227,50.16812767896941,1.5785e+18,50.19121699119105,0.0030440453711339014,4800545.27,5594690.19
100,22.639479458163052,19324.466607533297,0,0.005661137578541567,-0.6565530544993335,50.11052054183695,1.5785e+18,50.18650156827255,0.003186183454985386,4800545.27,5594690.19
100,22.639479458163052,19324.46661641345,0,0.006846744344316983,-0.6565530544993335,50.11052054183695,1.5785e+18,50.181716459301065,0.0034037692421134877,4800545.27,5594690.19
100,22.65481038981927,19324.466625274676,0,0.006388669002994663,-0.6569976570364993,50.095189610180725,1.5785e+18,50.17516597032068,0.0035997985425911274,4800545.27,5594690.19
100,22.66967674778894,19324.466634145185,0,0.006994945190038911,-0.6574287867695086,50.08032325221106,1.5785e+18,50.16882453949925,0.003793806922445286,4800545.27,5594690.19
100,22.698480316355173,19324.466643021075,0,0.007156618839917376,-0.658264100627214,50.05151968364483,1.5785e+18,50.16294768236436,0.003960869693986368,4800545.27,5594690.19
100,22.681291089952744,19324.46665188089,0,0.007210510056543532,-0.657765606873422,50.068708910047256,1.5785e+18,50.158673604448076,0.004135342507813546,4800545.27,5594690.19
100,22.67850364783343,19324.46666188633,0,0.006226995353116198,-0.6576847700484828,50.07149635216657,1.5785e+18,50.15486410021835,0.00424245130085803,4800545.27,5594690.19
100,22.679897368893087,19324.466671848128,0,0.005809338424263494,-0.6577251884609524,50.07010263110691,1.5785e+18,50.151147510725934,0.004363032898059053,4800545.27,5594690.19
100,22.68314938469895,19324.466681829872,0,0.0051087526081234754,-0.6578194980900481,50.06685061530105,1.5785e+18,50.14647854517609,0.0044216395961399965,4800545.27,5594690.19
100,22.65899155299824,19324.46669293016,0,0.00517611662890617,-0.6571189122739082,50.091008447001755,1.5785e+18,50.14225092462846,0.004532790230431441,4800545.27,5594690.19
100,22.650629226640305,19324.466704017173,0,0.0049201333499319325,-0.6568764017990905,50.099370773359695,1.5785e+18,50.138000075396505,0.004664150070957695,4800545.27,5594690.19
100,22.625077673879936,19324.466715105995,0,0.005041388587340782,-0.6561353975704808,50.124922326120064,1.5785e+18,50.133261423793684,0.00481504547751093,4800545.27,5594690.19
100,22.656668684565478,19324.466725093553,0,0.005081806999810398,-0.6570515482531254,50.093331315434526,1.5785e+18,50.126130217705104,0.004967288164479818,4800545.27,5594690.19
100,22.659456126684795,19324.46673506861,0,0.005607246361915412,-0.6571323850780647,50.090543873315205,1.5785e+18,50.119254527144136,0.005151191941216573,4800545.27,5594690.19
100,22.66596015829652,19324.466745041573,0,0.004771932504210005,-0.6573210043362562,50.08403984170348,1.5785e+18,50.11200717763391,0.005256279813637575,4800545.27,5594690.19
100,22.662708142490658,19324.466753910336,0,0.00517611662890617,-0.6572266947071604,50.08729185750934,1.5785e+18,50.10596771970874,0.005396396976865579,4800545.27,5594690.19
100,22.6390148844765,19324.466762775428,0,0.005836284032576572,-0.6565395816951769,50.110985115523505,1.5785e+18,50.10106646731561,0.005574237991731892,4800545.27,5594690.19
100,22.654345816132718,19324.46677276558,0,0.0052434806496888635,-0.6569841842323427,50.09565418386728,1.5785e+18,50.09607230018517,0.005682020424984203,4800545.27,5594690.19
100,22.66781845304273,19324.466783857395,0,0.00597101207414196,-0.6573748955528823,50.08218154695727,1.5785e+18,50.09263445490469,0.005756794488052993,4800545.27,5594690.19
100,22.708236363772766,19324.46679382875,0,0.006375196198838124,-0.6585470295145013,50.04176363622723,1.5785e+18,50.08631625276758,0.005830221270706129,4800545.27,5594690.19
100,22.66967674778894,19324.46680491957,0,0.006469505827933896,-0.6574287867695086,50.08032325221106,1.5785e+18,50.08480638828629,0.005870639683175746,4800545.27,5594690.19
100,22.683613958385504,19324.466814907628,0,0.0063213049822119696,-0.6578329708942047,50.06638604161449,1.5785e+18,50.08259966327516,0.0058443677150704955,4800545.27,5594690.19
100,22.681755663639294,19324.46682377229,0,0.006105740115707348,-0.6577790796775785,50.068244336360706,1.5785e+18,50.08125239958416,0.005830221270706129,4800545.27,5594690.19
100,22.653881242446168,19324.466833745242,0,0.006119212919863887,-0.6569707114281862,50.09611875755383,1.5785e+18,50.08204217485131,0.005786434657197378,4800545.27,5594690.19
100,22.655274963505825,19324.46684373419,0,0.006132685724020426,-0.6570111298406558,50.094725036494175,1.5785e+18,50.084202442493776,0.00573523800140253,4800545.27,5594690.19
100,22.651093800326855,19324.46685370514,0,0.005688083186854645,-0.656889874603247,50.098906199673145,1.5785e+18,50.08571230697507,0.005659116657918086,4800545.27,5594690.19
100,22.65155837401341,19324.466863699527,0,0.006294359373898892,-0.6569033474074035,50.098441625986595,1.5785e+18,50.08705957066608,0.005662484858957222,4800545.27,5594690.19
100,22.666424731983074,19324.466872567165,0,0.006388669002994663,-0.6573344771404127,50.08357526801693,1.5785e+18,50.087733202511565,0.005691451387893779,4800545.27,5594690.19
100,22.66363728986376,19324.466881443124,0,0.007304819685639303,-0.6572536403154735,50.08636271013624,1.5785e+18,50.088708807253326,0.00580125474176957,4800545.27,5594690.19
100,22.6719996162217,19324.46689031435,0,0.00711620042744776,-0.6574961507902912,50.0780003837783,1.5785e+18,50.08805840409215,0.00589825893169665,4800545.27,5594690.19
100,22.684543105758607,19324.46689807743,0,0.007628166985396235,-0.6578599165025177,50.06545689424139,1.5785e+18,50.08636271013624,0.006033660613469865,4800545.27,5594690.19
100,22.688724268937577,19324.46690694632,0,0.008301807193223177,-0.6579811717399267,50.06127573106242,1.5785e+18,50.083180380383354,0.006196681543763985,4800545.27,5594690.19
100,22.715204969071046,19324.46691580779,0,0.008881137771954345,-0.6587491215768493,50.034795030928954,1.5785e+18,50.08025356615808,0.006386648082371183,4800545.27,5594690.19
100,22.728677605981062,19324.466923578173,0,0.010039798929416683,-0.659139832897389,50.02132239401894,1.5785e+18,50.07679249219326,0.006608275710746246,4800545.27,5594690.19
100,22.734252490219685,19324.466932452986,0,0.010268836600077843,-0.6593015065472674,50.01574750978031,1.5785e+18,50.07337787559711,0.006883120915539638,4800545.27,5594690.19
100,22.764914353532124,19324.466940205348,0,0.010632602312304392,-0.6601907116215989,49.98508564646788,1.5785e+18,50.06826756504504,0.00715594519970955,4800545.27,5594690.19
100,22.7700246640842,19324.466947970905,0,0.011131096066096328,-0.6603389124673209,49.979975335915796,1.5785e+18,50.06171707606465,0.007420685801385538,4800545.27,5594690.19
100,22.790930479979043,19324.466954623498,0,0.010902058395435168,-0.6609451886543651,49.95906952002096,1.5785e+18,50.05488784287233,0.007703614688672852,4800545.27,5594690.19
100,22.786284743113523,19324.46696239145,0,0.01110415045778325,-0.6608104606127998,49.96371525688647,1.5785e+18,50.0489645283688,0.007960271607854917,4800545.27,5594690.19
100,22.773741253576613,19324.466971254504,0,0.011427497757540182,-0.6604466949005732,49.97625874642338,1.5785e+18,50.045689283878595,0.008212886685790021,4800545.27,5594690.19
100,22.769560090397647,19324.46698013221,0,0.010780803158026318,-0.6603254396631644,49.98043990960235,1.5785e+18,50.04069511674817,0.00842845155229464,4800545.27,5594690.19
100,22.75051256924901,19324.466987901575,0,0.010807748766339395,-0.6597730546927463,49.99948743075099,1.5785e+18,50.03735018620499,0.008652773741501012,4800545.27,5594690.19
100,22.767237221964887,19324.466996760973,0,0.01053829268320862,-0.6602580756423817,49.98276277803511,1.5785e+18,50.033076108288704,0.008874401369876075,4800545.27,5594690.19
100,22.77513497463627,19324.46700450611,0,0.010039798929416683,-0.6604871133130428,49.97486502536373,1.5785e+18,50.0270134216792,0.009070430670353714,4800545.27,5594690.19
100,22.747725127129698,19324.46701228839,0,0.010417037445799771,-0.6596922178678071,50.0022748728703,1.5785e+18,50.022390913498015,0.009284648256442683,4800545.27,5594690.19
100,22.756552027174187,19324.467020045406,0,0.01020147257929515,-0.6599482011467813,49.99344797282581,1.5785e+18,50.01711800215564,0.009510317726064707,4800545.27,5594690.19
100,22.73889822708521,19324.467027812534,0,0.009932016496164374,-0.6594362345888328,50.01110177291479,1.5785e+18,50.012751009502054,0.009692200582177981,4800545.27,5594690.19
100,22.745866832383488,19324.467035571495,0,0.010390091837486693,-0.6596383266511808,50.004133167616516,1.5785e+18,50.00877890448204,0.009892271723902583,4800545.27,5594690.19
100,22.75515830611453,19324.467045547834,0,0.010619129508147853,-0.6599077827343116,49.99484169388547,1.5785e+18,50.0042028536695,0.01005798721502801,4800545.27,5594690.19
100,22.753764585054874,19324.467054414097,0,0.011023313632844017,-0.659867364321842,49.996235414945126,1.5785e+18,50.000114605227836,0.010253342875297822,4800545.27,5594690.19
100,22.77281210620351,19324.467062193067,0,0.01088858559127863,-0.6604197492922601,49.97718789379649,1.5785e+18,49.995701155205595,0.010416363805591944,4800545.27,5594690.19
100,22.77885156412869,19324.467069935996,0,0.011494861778322875,-0.6605948957462952,49.971148435871314,1.5785e+18,49.99119479044604,0.010576016534846928,4800545.27,5594690.19
100,22.780245285188347,19324.467077707304,0,0.010834694374652475,-0.6606353141587648,49.96975471481166,1.5785e+18,49.98794277464017,0.010673694364981836,4800545.27,5594690.19
100,22.789072185232836,19324.467085476852,0,0.010969422416217862,-0.660891297437739,49.96092781476716,1.5785e+18,49.984923045677576,0.010720175539321896,4800545.27,5594690.19
100,22.774205827263167,19324.467093244457,0,0.01076733035386978,-0.6604601677047297,49.97579417273683,1.5785e+18,49.98292537882541,0.010745100227011492,4800545.27,5594690.19
100,22.77281210620351,19324.467100989743,0,0.011454443365853259,-0.6604197492922601,49.97718789379649,1.5785e+18,49.98253049119184,0.010786192279688935,4800545.27,5594690.19
100,22.80719055900837,19324.46710875904,0,0.011198460086879022,-0.661416736799844,49.94280944099163,1.5785e+18,49.98067219644563,0.010789560480728069,4800545.27,5594690.19
100,22.77885156412869,19324.46711540751,0,0.010592183899834776,-0.6605948957462952,49.971148435871314,1.5785e+18,49.981276142238144,0.01077406675594805,4800545.27,5594690.19
100,22.79418249578491,19324.467122073263,0,0.011265824107661715,-0.6610394982834609,49.95581750421509,1.5785e+18,49.980881254604576,0.010782150438441973,4800545.27,5594690.19
100,22.810442574814232,19324.46712983831,0,0.010699966333087086,-0.6615110464289398,49.93955742518577,1.5785e+18,49.979046188542696,0.010745773867219319,4800545.27,5594690.19
100,22.775599548322827,19324.46713647656,0,0.011023313632844017,-0.6605005861171994,49.97440045167717,1.5785e+18,49.978744215646444,0.010757899390960201,4800545.27,5594690.19
100,22.778386990442137,19324.467143142083,0,0.011023313632844017,-0.6605814229421386,49.97161300955786,1.5785e+18,49.97735049458679,0.010768677634285434,4800545.27,5594690.19
100,22.814623737993205,19324.467150901746,0,0.010848167178809013,-0.6616323016663487,49.9353762620068,1.5785e+18,49.97498116878536,0.010784171359065453,4800545.27,5594690.19
100,22.80719055900837,19324.467158665542,0,0.011158041674409406,-0.661416736799844,49.94280944099163,1.5785e+18,49.973378389566754,0.010840083496315088,4800545.27,5594690.19
100,22.78953675891939,19324.467165305337,0,0.010632602312304392,-0.6609047702418955,49.96046324108061,1.5785e+18,49.97128780797727,0.010850861739640321,4800545.27,5594690.19
100,22.793253348411803,19324.467171968146,0,0.01075385754971324,-0.6610125526751478,49.9567466515882,1.5785e+18,49.96945274191539,0.010878480988161226,4800545.27,5594690.19
100,22.773276679890063,19324.467178628067,0,0.010942476807904784,-0.6604332220964166,49.97672332010994,1.5785e+18,49.96773381927515,0.010929004003748246,4800545.27,5594690.19
100,22.81183629587389,19324.46718750256,0,0.009581723588094363,-0.6615514648414094,49.93816370412611,1.5785e+18,49.96443534610063,0.010888585591278628,4800545.27,5594690.19
100,22.79000133260594,19324.46719526972,0,0.010403564641643232,-0.6609182430460521,49.95999866739406,1.5785e+18,49.962693194776065,0.010877807347953398,4800545.27,5594690.19
100,22.8030093958294,19324.46720191086,0,0.009137121050928582,-0.6612954815624351,49.9469906041706,1.5785e+18,49.96023095423734,0.010783497718857626,4800545.27,5594690.19
100,22.771882958830407,19324.467209677154,0,0.009244903484180894,-0.660392803683947,49.9781170411696,1.5785e+18,49.96027741160599,0.01070131361350274,4800545.27,5594690.19
100,22.76444977984557,19324.467217420104,0,0.008867664967797806,-0.6601772388174424,49.98555022015443,1.5785e+18,49.960997500820156,0.010569953772976485,4800545.27,5594690.19
100,22.73378791653313,19324.467225203367,0,0.008557790472197414,-0.6592880337431108,50.01621208346687,1.5785e+18,49.96332036925291,0.010456108577853732,4800545.27,5594690.19
100,22.746795979756595,19324.46723183903,0,0.008194024759970865,-0.659665272259494,50.0032040202434,1.5785e+18,49.965434179526724,0.010317338695041383,4800545.27,5594690.19
100,22.732394195473475,19324.4672407375,0,0.008679045709606262,-0.6592476153306412,50.017605804526525,1.5785e+18,49.9675247611162,0.010212924462828208,4800545.27,5594690.19
100,22.736575358652445,19324.4672484833,0,0.008732936926232417,-0.65936887056805,50.013424641347555,1.5785e+18,49.96933659849376,0.010076849140847163,4800545.27,5594690.19
100,22.766772648278334,19324.467258465265,0,0.008679045709606262,-0.6602446028382252,49.983227351721666,1.5785e+18,49.97135749403026,0.009950878421983528,4800545.27,5594690.19
100,22.773741253576613,19324.4672673303,0,0.009271849092493971,-0.6604466949005732,49.97625874642338,1.5785e+18,49.971613009557856,0.009884861681616487,4800545.27,5594690.19
100,22.7700246640842,19324.467275109004,0,0.009244903484180894,-0.6603389124673209,49.979975335915796,1.5785e+18,49.972820901142896,0.009783815650442446,4800545.27,5594690.19
100,22.746795979756595,19324.46728286345,0,0.008921556184423961,-0.659665272259494,50.0032040202434,1.5785e+18,49.976003230895785,0.00969489514300929,4800545.27,5594690.19
100,22.745402258696934,19324.467291738114,0,0.009042811421832811,-0.6596248538470243,50.004597741303066,1.5785e+18,49.97751309537708,0.00959587003245873,4800545.27,5594690.19
100,22.749583421875904,19324.46729949729,0,0.008045823914248938,-0.6597461090844332,50.000416578124096,1.5785e+18,49.978953273805395,0.009446995546528975,4800545.27,5594690.19
100,22.777457843069033,19324.467307266586,0,0.008719464122075879,-0.6605544773338256,49.97254215693097,1.5785e+18,49.9808115685516,0.00934056039369232,4800545.27,5594690.19
100,22.757481174547294,19324.467313902034,0,0.008840719359484729,-0.6599751467550944,49.992518825452706,1.5785e+18,49.983297037774655,0.009224694277946085,4800545.27,5594690.19
100,22.758410321920397,19324.46732168523,0,0.008908083380267422,-0.6600020923634075,49.991589678079606,1.5785e+18,49.98485335962461,0.009138468331344235,4800545.27,5594690.19
100,22.745866832383488,19324.46733053846,0,0.007291346881482764,-0.6596383266511808,50.004133167616516,1.5785e+18,49.98722268542602,0.00896534279793271,4800545.27,5594690.19
100,22.738433653398655,19324.467339409955,0,0.007830259047744316,-0.6594227617846763,50.01156634660134,1.5785e+18,49.98896483675058,0.008809731909924687,4800545.27,5594690.19
100,22.74215024289107,19324.467347179758,0,0.007938041480996628,-0.6595305442179286,50.00784975710893,1.5785e+18,49.99244913939973,0.008727547804569802,4800545.27,5594690.19
100,22.711488379578633,19324.46735717616,0,0.0073182924897958425,-0.658641339143597,50.03851162042137,1.5785e+18,49.996374787051096,0.008573284196977433,4800545.27,5594690.19
100,22.71613411644415,19324.467364920114,0,0.007951514285153167,-0.6587760671851624,50.03386588355585,1.5785e+18,50.00071855102035,0.008514003858688664,4800545.27,5594690.19
100,22.730071327040715,19324.467372689873,0,0.008220970368283943,-0.6591802513098586,50.01992867295928,1.5785e+18,50.00280913260984,0.008462807202893816,4800545.27,5594690.19
100,22.70266147953414,19324.467380455044,0,0.007372183706421997,-0.6583853558646228,50.04733852046586,1.5785e+18,50.00589854762541,0.008388033139825026,4800545.27,5594690.19
100,22.681291089952744,19324.46738710222,0,0.007237455664856609,-0.657765606873422,50.068708910047256,1.5785e+18,50.00852338895443,0.008322016399457986,4800545.27,5594690.19
100,22.694763726862753,19324.467395964628,0,0.007062309210821604,-0.6581563181939616,50.05523627313725,1.5785e+18,50.01112500159911,0.008265430622000521,4800545.27,5594690.19
100,22.66596015829652,19324.467404869145,0,0.006240468157272736,-0.6573210043362562,50.08403984170348,1.5785e+18,50.014446703457956,0.008143501744383847,4800545.27,5594690.19
100,22.623219379133726,19324.467412610928,0,0.006348250590525047,-0.6560815063538546,50.12678062086627,1.5785e+18,50.02011450243389,0.008024267427598476,4800545.27,5594690.19
100,0.06642009996623634,19324.467527935638,0,0.00415218351300922,-0.0019262068102568416,72.68357990003376,1.5785e+18,72.68357990003376,0.00415218351300922,4849277.03,5594107.19
100,0.11798777917352234,19324.46753459906,0,0.004569840441861923,-0.0034216880716326508,72.63201222082648,1.5785e+18,72.65779606043012,0.004361011977435571,4849277.03,5594107.19
100,0.1402873161280244,19324.467543464005,0,0.004731514091740389,-0.004068382671146514,72.60971268387198,1.5785e+18,72.64176826824406,0.004484512682203844,4849277.03,5594107.19
100,0.11473576336765745,19324.467551232363,0,0.004691095679270773,-0.003327378442536879,72.63526423663234,1.5785e+18,72.64014226034114,0.0045361584314705765,4849277.03,5594107.19
100,0.13285413714319036,19324.46755786877,0,0.00563419197022849,-0.0038528178046418927,72.61714586285682,1.5785e+18,72.63554298084428,0.004755765139222159,4849277.03,5594107.19
100,0.1472559214263063,19324.467566767522,0,0.0050144429790277036,-0.0042704747334945965,72.60274407857369,1.5785e+18,72.6300764971325,0.004798878112523083,4849277.03,5594107.19
100,0.13053126871042975,19324.46757451436,0,0.004596786050175001,-0.0037854537838591987,72.61946873128957,1.5785e+18,72.62856110201209,0.004770007817901928,4849277.03,5594107.19
100,0.13749987400871164,19324.467581175428,0,0.005472518320350023,-0.003987545846207281,72.61250012599129,1.5785e+18,72.62655348000948,0.004857821630707941,4849277.03,5594107.19
100,0.11891692654662658,19324.467587818763,0,0.004839296524992699,-0.003448633679945728,72.63108307345337,1.5785e+18,72.62705676816991,0.00485576328562847,4849277.03,5594107.19
100,0.13564157926250314,19324.46759446565,0,0.0042464931421049915,-0.003933654629581126,72.6143584207375,1.5785e+18,72.62578693342667,0.004794836271276122,4849277.03,5594107.19
100,0.15190165829182756,19324.467601139375,0,0.004812350916679622,-0.0044052027750599845,72.59809834170817,1.5785e+18,72.62326978872498,0.004796428511767349,4849277.03,5594107.19
100,0.13610615294905526,19324.467607778475,0,0.004650677266801156,-0.003947127433737665,72.61389384705095,1.5785e+18,72.62248846025214,0.004784282574686833,4849277.03,5594107.19
100,0.13610615294905526,19324.46761555801,0,0.004758459700053466,-0.003947127433737665,72.61389384705095,1.5785e+18,72.62182733615974,0.004782296199715035,4849277.03,5594107.19
100,0.1333187108297425,19324.467622214594,0,0.004771932504210005,-0.0038662906087984315,72.61668128917026,1.5785e+18,72.62145976137478,0.004781555935750391,4849277.03,5594107.19
100,0.14214561087423289,19324.46762884177,0,0.004435112400296534,-0.004122273887772669,72.60785438912576,1.5785e+18,72.62055273655818,0.004758459700053467,4849277.03,5594107.19
100,0.12635010553146062,19324.467635517303,0,0.00403092827560037,-0.0036641985464503494,72.62364989446854,1.5785e+18,72.6207463089276,0.004712988986025148,4849277.03,5594107.19
