area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
125.86483739837398,98.91942697802719
125.8150406504065,98.57201142870295
125.76524390243902,98.57364009814017
125.71544715447155,98.44858882291462
125.66565040650407,98.42082509860222
125.61585365853658,98.49554030903411
125.5660569105691,98.48933100680475
125.51626016260163,98.53987065527808
125.46646341463415,98.43525409189746
125.41666666666667,98.32888161927988
125.36686991869918,98.35183567916053
125.3170731707317,98.23098331732778
125.26727642276423,98.23762523487639
125.21747967479675,98.46518089280615
125.16768292682927,98.55814229052675
125.1178861788618,98.65031480148866
125.0680894308943,98.70999026758633
125.01829268292683,98.62438333029314
124.96849593495935,98.55038066274007
124.91869918699187,98.7530991117524
