area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
124.8689024390244,98.35712885483146
124.8191056910569,98.34338695645502
124.76930894308943,98.32964505807858
124.71951219512195,98.30063438372834
124.66971544715447,98.29554479173706
124.619918699187,98.28078497496237
124.5701219512195,98.28078497496237
124.52032520325203,98.27264162777634
124.47052845528455,98.23599656543918
124.42073170731707,98.23599656543918
124.3709349593496,98.23599656543918
124.32113821138212,98.23396072864267
124.27134146341463,98.21614715667323
124.22154471544715,98.20953068708457
124.17174796747967,98.20698589108893
124.1219512195122,98.20698589108893
124.07215447154472,98.22988905504965
124.02235772357723,98.23090697344792
123.97256097560975,98.23090697344792
123.92276422764228,98.19477087030988
