area_per_mol,press_val
126.96036585365853,97.89858715396998
127.01016260162602,97.4731990553395
127.0599593495935,97.68797983737116
127.10975609756098,97.71566721780367
127.15955284552845,98.11581094015746
127.20934959349593,98.63749411926283
127.25914634146342,97.52185555477604
127.3089430894309,97.47513310029618
127.35873983739837,97.54557305345536
127.40853658536585,97.80117236325705
127.45833333333333,98.20355550608699
127.50813008130082,97.79333439159049
127.5579268292683,97.61021087174451
127.60772357723577,97.4640377897552
127.65752032520325,97.7397918838423
127.70731707317073,98.42312050459046
127.7571138211382,98.5512764309307
127.8069105691057,98.57794589296495
127.85670731707317,98.51473316043334
127.90650406504065,98.90500307432407
127.95630081300813,98.92709190356621
128.0060975609756,100.47157948923754
128.0558943089431,98.19775337121695
128.10569105691056,97.6177434678916
128.15548780487805,98.42240796171168
128.20528455284554,98.08252500853453
128.255081300813,98.1444144471484
128.3048780487805,97.89807819477086
128.35467479674796,97.91355055442432
128.40447154471545,97.76503626011902
128.45426829268294,97.97401490728063
128.5040650406504,97.98612813621985
128.5538617886179,98.49386583326914
128.60365853658536,97.71597259332313
128.65345528455285,97.87395352873223
128.70325203252034,97.7706348113094
128.7530487804878,97.67383077163541
128.8028455284553,97.7625932559632
128.85264227642276,97.71912814035775
128.90243902439025,98.59026270558381
128.9522357723577,98.69541367612351
129.0020325203252,97.91609535041995
129.0518292682927,97.50546706856414
129.10162601626016,97.54516588609606
129.15142276422765,97.74365997375567
129.2012195121951,98.17088032550302
129.2510162601626,98.10858371952986
129.3008130081301,97.96515901721583
129.35060975609755,97.65947812222004
129.40040650406505,97.75974308444809
