area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
123.8729674796748,98.10570301046263
123.82317073170732,98.09450590808183
123.77337398373983,98.09297903048446
123.72357723577235,98.09297903048446
123.67378048780488,98.09297903048446
123.6239837398374,98.08890735689143
123.57418699186992,98.09297903048446
123.52439024390245,98.08890735689143
123.47459349593495,98.09297903048446
123.42479674796748,98.10264925526786
123.375,98.10264925526786
123.32520325203252,98.09654174487834
123.27540650406505,98.08330880570102
123.22560975609755,98.07465649931586
123.17581300813008,98.07465649931586
123.1260162601626,98.0695669073246
123.07621951219512,98.05684292734642
123.02642276422765,98.05684292734642
122.97662601626017,98.05684292734642
122.92682926829268,98.04920853935951
122.8770325203252,98.04920853935951
122.82723577235772,98.06193251933769
122.77743902439025,98.05684292734642
122.72764227642277,98.02783225299616
122.67784552845528,98.02783225299616
122.6280487804878,98.02528745700053
122.57825203252033,98.03750247777958
122.52845528455285,98.03444872258481
122.47865853658537,98.03444872258481
122.42886178861788,98.02376057940316
122.3790650406504,98.00747388503108
122.32926829268293,98.00747388503108
122.27947154471545,98.01154555862409
122.22967479674797,98.02325162020402
122.1798780487805,98.02325162020402
122.130081300813,97.99780366024767
122.08028455284553,97.99780366024767
122.03048780487805,97.98304384347298
121.98069105691057,97.98304384347298
121.9308943089431,97.98813343546425
121.8810975609756,97.99067823145988
121.83130081300813,97.99780366024767
121.78150406504065,98.00238429303981
121.73170731707317,98.00238429303981
121.6819105691057,97.99220510905727
121.6321138211382,97.96523027150351
121.58231707317073,97.95301525072448
121.53252032520325,97.95250629152534
121.48272357723577,97.93571063795414
121.4329268292683,97.93571063795414
121.38313008130082,97.93571063795414
121.33333333333333,97.91484331078993
121.28353658536585,97.91026267799779
121.23373983739837,97.90924475959953
121.1839430894309,97.90924475959953
121.13414634146342,97.92349561717509
121.08434959349593,97.92349561717509
121.03455284552845,97.91484331078993
120.98475609756098,97.9122985147943
120.9349593495935,97.90211933081176
120.88516260162602,97.90211933081176
120.83536585365853,97.9122985147943
120.78556910569105,97.9122985147943
120.73577235772358,97.9066999636039
120.6859756097561,97.9066999636039
120.63617886178862,97.91026267799779
120.58638211382114,97.9199329027812
120.53658536585365,97.92095082117946
120.48678861788618,97.94080022994541
120.4369918699187,97.95199733232621
120.38719512195122,97.95963172031313
120.33739837398375,97.95963172031313
120.28760162601625,97.95963172031313
120.23780487804878,97.97337361868956
120.1880081300813,97.98813343546425
120.13821138211382,98.01459931381886
120.08841463414635,98.04920853935951
120.03861788617886,98.07109378492198
119.98882113821138,98.07109378492198
119.9390243902439,98.07109378492198
119.88922764227642,98.10875676565739
119.83943089430895,98.12046282723732
119.78963414634147,98.12351658243207
119.73983739837398,98.14285703199891
119.6900406504065,98.18306480872995
119.64024390243902,98.18357376792909
119.59044715447155,98.20495005429242
119.54065040650407,98.22632634065577
119.49085365853658,98.24057719823134
119.4410569105691,98.24821158621825
119.39126016260163,98.25024742301474
119.34146341463415,98.25533701500602
119.29166666666667,98.25533701500602
119.24186991869918,98.2868924853519
119.1920731707317,98.29299999574144
119.14227642276423,98.29503583253793
119.09247967479675,98.29503583253793
119.04268292682927,98.29198207734318
118.9928861788618,98.28943728134755
118.9430894308943,98.28740144455104
118.89329268292683,98.29198207734318
118.84349593495935,98.29198207734318
118.79369918699187,98.27315058697548
118.7439024390244,98.2456667902226
118.6941056910569,98.2456667902226
118.64430894308943,98.25482805580688
118.59451219512195,98.25533701500602
118.54471544715447,98.25482805580688
118.494918699187,98.24719366781999
118.4451219512195,98.24617574942172
118.39532520325203,98.24668470862086
