----isotherm parameters----
start time: ,2022-11-30 16:43:03.019458+00:00
end time: ,2022-11-30 16:44:38.811712+00:00
number of smooting values: ,1
total sample steps: ,1000
stepper delay: ,0.001
area_change_expected: ,7e+17
molecules deposited: ,7013384244000000.0
plate perimeter: ,25.08036
plate width: ,12.54
isotherm type: ,Compression
----isotherm data----
area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
224.96984980536595,-0.11511256252614167
224.8700406439616,-0.1316492659157303
224.77023148255728,-0.1316492659157303
224.67042232115296,-0.08317961804969462
224.5706131597486,-0.08317961804969462
224.47080399834428,-0.08317961804969462
224.37099483693996,-0.08203915574696437
224.2711856755356,-0.07234522617375724
224.17137651413128,-0.07234522617375724
224.07156735272696,-0.11853394943433243
223.9717581913226,-0.11853394943433243
223.87194902991828,-0.11682325598023705
223.77213986851396,-0.10941025101249041
223.6723307071096,-0.10313770834747403
223.57252154570529,-0.10313770834747403
223.47271238430096,-0.11454233137477654
223.3729032228966,-0.11454233137477654
223.2730940614923,-0.10655909525566479
223.17328490008796,-0.0957247033797274
223.0734757386836,-0.0957247033797274
222.9736665772793,-0.1071293264070299
222.87385741587497,-0.1071293264070299
222.7740482544706,-0.10598886410429965
222.6742390930663,-0.10598886410429965
222.57442993166197,-0.08203915574696437
222.47462077025762,-0.08203915574696437
222.3748116088533,-0.1316492659157303
222.27500244744897,-0.14989666275941435
222.17519328604462,-0.14989666275941435
222.0753841246403,-0.13278972821846058
221.97557496323597,-0.13278972821846058
221.87576580183162,-0.13278972821846058
221.7759566404273,-0.13507065282392108
221.67614747902297,-0.13507065282392108
221.57633831761862,-0.14191342664030257
221.4765291562143,-0.1316492659157303
221.37671999480997,-0.1270874167048093
221.27691083340562,-0.12651718555344418
221.1771016720013,-0.12651718555344418
221.07729251059698,-0.12651718555344418
220.97748334919262,-0.09629493453109252
220.8776741877883,-0.09287354762290176
220.77786502638398,-0.09287354762290176
220.67805586497963,-0.09287354762290176
220.5782467035753,-0.07918799999013874
220.47843754217098,-0.07918799999013874
220.37862838076663,-0.10370793949883915
220.2788192193623,-0.10370793949883915
220.17901005795798,-0.05808944738962909
220.07920089655363,-0.080328462292869
219.9793917351493,-0.080328462292869
219.87958257374498,-0.05238713587597783
219.77977341234066,-0.05238713587597783
219.6799642509363,-0.07576661308194799
219.58015508953198,-0.07576661308194799
219.48034592812766,-0.06094060314645472
219.3805367667233,-0.056948985086898836
219.280727605319,-0.051816904724612714
219.18091844391466,-0.051816904724612714
219.0811092825103,-0.06094060314645472
218.981300121106,-0.06436199005464548
218.88149095970167,-0.09230331647153664
218.7816817982973,-0.13507065282392108
218.681872636893,-0.17156544651128913
218.58206347548867,-0.20749000904729203
218.48225431408432,-0.23029925510189708
218.38244515268,-0.23657179776691345
218.28263599127567,-0.24797642079421597
218.18282682987132,-0.3158339278066659
218.083017668467,-0.3363622492558105
217.98320850706267,-0.3363622492558105
217.88339934565832,-0.35575010840222476
217.783590184254,-0.4082113743278163
217.68378102284967,-0.465804720615694
217.58397186144532,-0.5068613635139831
217.484162700041,-0.5359431522336044
217.38435353863667,-0.5416454637472558
