area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
105.14939024390245,98.56682004487186
105.09959349593495,98.56682004487186
105.04979674796748,98.53679145212335
105.0,98.53679145212335
104.95020325203252,98.53679145212335
104.90040650406505,98.53221081933121
104.85060975609755,98.53221081933121
104.80081300813008,98.53424665612772
104.7510162601626,98.53424665612772
104.70121951219512,98.53424665612772
104.65142276422765,98.54544375850851
104.60162601626017,98.54544375850851
104.55182926829268,98.53730041132248
104.5020325203252,98.53730041132248
104.45223577235772,98.56274837127884
104.40243902439025,98.60092031121337
104.35264227642277,98.60092031121337
104.30284552845528,98.59735759681948
104.2530487804878,98.59735759681948
104.20325203252033,98.62535035277148
104.15345528455285,98.66250437430776
104.10365853658537,98.66250437430776
104.05386178861788,98.65537894551998
104.0040650406504,98.65537894551998
