area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
126.86077235772358,98.65684474801351
126.8109756097561,98.6884002183594
126.76117886178862,98.69583102266665
126.71138211382114,98.66417376048094
126.66158536585365,98.66885618511292
126.61178861788618,98.73033845636748
126.5619918699187,98.7412301832288
126.51219512195122,98.72779366037184
126.46239837398375,98.66865260143325
126.41260162601625,98.56767509632644
126.36280487804878,98.46130262370885
126.3130081300813,98.3866892051168
126.26321138211382,98.35248714693546
126.21341463414635,98.54752031204099
126.16361788617886,98.87182911372483
126.11382113821138,99.18453364566858
126.0640243902439,98.78459350699443
126.01422764227642,98.45702736643618
125.96443089430895,98.41172999771386
125.91463414634147,98.43300449223739
