area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
126.86077235772358,98.30386627464289
126.8109756097561,98.24014458291217
126.76117886178862,97.95940268867362
126.71138211382114,97.88906452735424
126.66158536585365,98.01803478841308
126.61178861788618,98.12807176726437
126.5619918699187,97.98551229558885
126.51219512195122,97.85562590797159
126.46239837398375,97.98240764447416
126.41260162601625,98.07269700639934
126.36280487804878,98.08399590061995
126.3130081300813,98.09610912955917
126.26321138211382,97.87863086377212
126.21341463414635,97.64308454641608
126.16361788617886,97.55651058664452
126.11382113821138,97.58053346084334
126.0640243902439,97.54215793722915
126.01422764227642,97.59707463481497
125.96443089430895,97.76818671756152
125.91463414634147,97.84402163823148
